Washington (PST) SNOTEL Site Elbow Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 26 11:27:25 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.,,,
,,,
Site Id,Date,Time,SNWD.I-1 (in) 
910,7/25/2021,,0
910,7/26/2021,,0
910,7/27/2021,,0
910,7/28/2021,,0
910,7/29/2021,,0
910,7/30/2021,,0
910,7/31/2021,,0
910,8/1/2021,,0
910,8/2/2021,,0
910,8/3/2021,,0
910,8/4/2021,,0
910,8/5/2021,,0
910,8/6/2021,,0
910,8/7/2021,,0
910,8/8/2021,,0
910,8/9/2021,,0
910,8/10/2021,,0
910,8/11/2021,,0
910,8/12/2021,,0
910,8/13/2021,,0
910,8/14/2021,,0
910,8/15/2021,,0
910,8/16/2021,,0
910,8/17/2021,,0
910,8/18/2021,,0
910,8/19/2021,,0
910,8/20/2021,,0
910,8/21/2021,,0
910,8/22/2021,,0
910,8/23/2021,,0
910,8/24/2021,,0
910,8/25/2021,,0
910,8/26/2021,,0
910,8/27/2021,,0
910,8/28/2021,,0
910,8/29/2021,,0
910,8/30/2021,,0
910,8/31/2021,,0
910,9/1/2021,,0
910,9/2/2021,,0
910,9/3/2021,,0
910,9/4/2021,,0
910,9/5/2021,,0
910,9/6/2021,,0
910,9/7/2021,,0
910,9/8/2021,,0
910,9/9/2021,,0
910,9/10/2021,,0
910,9/11/2021,,0
910,9/12/2021,,0
910,9/13/2021,,0
910,9/14/2021,,0
910,9/15/2021,,0
910,9/16/2021,,0
910,9/17/2021,,0
910,9/18/2021,,0
910,9/19/2021,,0
910,9/20/2021,,0
910,9/21/2021,,0
910,9/22/2021,,0
910,9/23/2021,,0
910,9/24/2021,,0
910,9/25/2021,,0
910,9/26/2021,,0
910,9/27/2021,,0
910,9/28/2021,,0
910,9/29/2021,,0
910,9/30/2021,,0
910,9/30/2021,23:59,0
910,10/1/2021,,0
910,10/2/2021,,0
910,10/3/2021,,0
910,10/4/2021,,0
910,10/5/2021,,0
910,10/6/2021,,0
910,10/7/2021,,0
910,10/8/2021,,0
910,10/9/2021,,0
910,10/10/2021,,0
910,10/11/2021,,0
910,10/12/2021,,0
910,10/13/2021,,0
910,10/14/2021,,0
910,10/15/2021,,0
910,10/16/2021,,0
910,10/17/2021,,0
910,10/18/2021,,0
910,10/19/2021,,0
910,10/20/2021,,0
910,10/21/2021,,0
910,10/22/2021,,0
910,10/23/2021,,0
910,10/24/2021,,0
910,10/25/2021,,0
910,10/26/2021,,0
910,10/27/2021,,0
910,10/28/2021,,0
910,10/29/2021,,0
910,10/30/2021,,0
910,10/31/2021,,0
910,11/1/2021,,0
910,11/2/2021,,0
910,11/3/2021,,0
910,11/4/2021,,0
910,11/5/2021,,0
910,11/6/2021,,0
910,11/7/2021,,13
910,11/8/2021,,11
910,11/9/2021,,12
910,11/10/2021,,12
910,11/11/2021,,12
910,11/12/2021,,6
910,11/13/2021,,6
910,11/14/2021,,7
910,11/15/2021,,3
910,11/16/2021,,0
910,11/17/2021,,0
910,11/18/2021,,0
910,11/19/2021,,4
910,11/20/2021,,3
910,11/21/2021,,3
910,11/22/2021,,3
910,11/23/2021,,2
910,11/24/2021,,5
910,11/25/2021,,6
910,11/26/2021,,7
910,11/27/2021,,6
910,11/28/2021,,3
910,11/29/2021,,0
910,11/30/2021,,0
910,12/1/2021,,0
910,12/2/2021,,0
910,12/3/2021,,0
910,12/4/2021,,0
910,12/5/2021,,3
910,12/6/2021,,4
910,12/7/2021,,9
910,12/8/2021,,6
910,12/9/2021,,9
910,12/10/2021,,21
910,12/11/2021,,26
910,12/12/2021,,32
910,12/13/2021,,36
910,12/14/2021,,36
910,12/15/2021,,34
910,12/16/2021,,35
910,12/17/2021,,36
910,12/18/2021,,35
910,12/19/2021,,45
910,12/20/2021,,43
910,12/21/2021,,40
910,12/22/2021,,39
910,12/23/2021,,35
910,12/24/2021,,46
910,12/25/2021,,50
910,12/26/2021,,59
910,12/27/2021,,58
910,12/28/2021,,56
910,12/29/2021,,51
910,12/30/2021,,51
910,12/31/2021,,57
