Washington (PST) SNOTEL Site Elbow Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 26 11:27:33 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.,,,
,,,
Site Id,Date,Time,SNWD.I-1 (in) 
910,8/22/2022,,0
910,8/23/2022,,0
910,8/24/2022,,0
910,8/25/2022,,0
910,8/26/2022,,0
910,8/27/2022,,0
910,8/28/2022,,0
910,8/29/2022,,0
910,8/30/2022,,0
910,8/31/2022,,0
910,9/1/2022,,0
910,9/2/2022,,0
910,9/3/2022,,0
910,9/4/2022,,0
910,9/5/2022,,0
910,9/6/2022,,0
910,9/7/2022,,0
910,9/8/2022,,0
910,9/9/2022,,0
910,9/10/2022,,0
910,9/11/2022,,0
910,9/12/2022,,0
910,9/13/2022,,0
910,9/14/2022,,0
910,9/15/2022,,0
910,9/16/2022,,0
910,9/17/2022,,0
910,9/18/2022,,0
910,9/19/2022,,0
910,9/20/2022,,0
910,9/21/2022,,0
910,9/22/2022,,0
910,9/23/2022,,0
910,9/24/2022,,0
910,9/25/2022,,0
910,9/26/2022,,0
910,9/27/2022,,0
910,9/28/2022,,0
910,9/29/2022,,0
910,9/30/2022,,0
910,9/30/2022,23:59,0
910,10/1/2022,,0
910,10/2/2022,,0
910,10/3/2022,,0
910,10/4/2022,,0
910,10/5/2022,,0
910,10/6/2022,,0
910,10/7/2022,,0
910,10/8/2022,,0
910,10/9/2022,,0
910,10/10/2022,,0
910,10/11/2022,,0
910,10/12/2022,,0
910,10/13/2022,,0
910,10/14/2022,,0
910,10/15/2022,,0
910,10/16/2022,,0
910,10/17/2022,,0
910,10/18/2022,,0
910,10/19/2022,,0
910,10/20/2022,,0
910,10/21/2022,,0
910,10/22/2022,,0
910,10/23/2022,,0
910,10/24/2022,,0
910,10/25/2022,,1
910,10/26/2022,,2
910,10/27/2022,,5
910,10/28/2022,,1
910,10/29/2022,,0
910,10/30/2022,,2
910,10/31/2022,,3
910,11/1/2022,,3
910,11/2/2022,,3
910,11/3/2022,,3
910,11/4/2022,,6
910,11/5/2022,,7
910,11/6/2022,,4
910,11/7/2022,,10
910,11/8/2022,,12
910,11/9/2022,,11
910,11/10/2022,,8
910,11/11/2022,,9
910,11/12/2022,,12
910,11/13/2022,,11
910,11/14/2022,,10
910,11/15/2022,,9
910,11/16/2022,,10
910,11/17/2022,,10
910,11/18/2022,,10
910,11/19/2022,,10
910,11/20/2022,,10
910,11/21/2022,,9
910,11/22/2022,,8
910,11/23/2022,,6
910,11/24/2022,,6
910,11/25/2022,,6
910,11/26/2022,,5
910,11/27/2022,,9
910,11/28/2022,,8
910,11/29/2022,,11
910,11/30/2022,,22
910,12/1/2022,,28
910,12/2/2022,,22
910,12/3/2022,,26
910,12/4/2022,,24
910,12/5/2022,,23
910,12/6/2022,,21
910,12/7/2022,,21
910,12/8/2022,,21
910,12/9/2022,,29
910,12/10/2022,,35
910,12/11/2022,,39
910,12/12/2022,,36
910,12/13/2022,,34
910,12/14/2022,,33
910,12/15/2022,,33
910,12/16/2022,,32
910,12/17/2022,,32
910,12/18/2022,,31
910,12/19/2022,,39
910,12/20/2022,,41
910,12/21/2022,,46
910,12/22/2022,,43
910,12/23/2022,,42
910,12/24/2022,,45
910,12/25/2022,,37
910,12/26/2022,,36
910,12/27/2022,,31
910,12/28/2022,,32
910,12/29/2022,,34
910,12/30/2022,,36
910,12/31/2022,,35
